quad_id_0based,face_id_1based,center_x,center_y,center_z,u,v,sensor_00,sensor_10,sensor_01,sensor_11,weight_00,weight_10,weight_01,weight_11
3424,3425,-0.9826228320000001,2.418471995,1.1292487375,0.0875680827723647,0.7214406192394646,50,51,55,56,0.5846453128742679,0.31518601777322797,0.06508235603627327,0.035086313316230855
3425,3426,-0.799754605,2.2224466224999997,1.178789585,0.14201933918256657,0.6537882482707289,45,46,50,51,0.3658231560523872,0.4811413681574082,0.06609948721734651,0.08693598857285809
3426,3427,-0.81427100325,2.4395720974999997,1.16572711,0.13769690364397866,0.7287226967766892,50,51,55,56,0.35841858662073284,0.4394636585056179,0.09079379880335253,0.11132395607029671
3427,3428,-0.6129030885,2.2498816275,1.186366945,0.19765666887339664,0.6632566304098275,45,46,50,51,0.1495778051265546,0.564829369135861,0.05979551937985884,0.22579730635772555
3428,3429,-0.63178508,2.4657574899999997,1.17103422,0.19203432442587404,0.7377598120479378,50,51,55,56,0.15566395392080332,0.515698677408067,0.07619874837570052,0.2524386202954292
3429,3430,-0.420413673,2.281647505,1.1646050525,0.25497275210769393,0.6742196853520004,46,47,51,52,0.5497670530016788,0.011157352070314892,0.43034193856754543,0.008733656360460845
3430,3431,-0.4427163155,2.4956372975,1.14827788,0.24833186689042452,0.7480719456033246,50,51,55,56,0.0035163762962157397,0.5234763852572409,0.003156156142086164,0.4698510823044572
3431,3432,-0.22778943000000001,2.3162751175,1.1225479575000001,0.31232898188299557,0.6861703836556683,46,47,51,52,0.2954802325460675,0.09813439627457554,0.45520383992195024,0.15118153125740674
3432,3433,-0.25305341550000005,2.5280331350000003,1.1076224749999999,0.304806320483735,0.7592524126441046,51,52,56,57,0.28925066080181716,0.08121556218071882,0.4915240572632428,0.13800971975422124
3433,3434,-0.0359834982,2.3530168524999997,1.0717898025,0.3694415494666441,0.6988507089347592,46,47,51,52,0.11284954142530605,0.1032405334880649,0.40938426070811756,0.3745256643785115
3434,3435,-0.06366405115000001,2.5621166225,1.0611626225,0.3611993254839256,0.771015322265706,51,52,56,57,0.11425265831559907,0.09153282996451649,0.4409500397486986,0.3532644719711858
3435,3436,0.1576973118,2.391798735,1.03094539,0.427112385018878,0.7122351309016448,46,47,51,52,0.008369879402345569,0.020338287974627115,0.28318058052214246,0.6881112521008849
3436,3437,0.12763831535,2.5974616999999998,1.0219255999999999,0.4181619503261837,0.783213632435726,51,52,56,57,0.011460320884754882,0.023548825015081844,0.3158918778105103,0.649098976289653
3437,3438,0.35303111775,2.431232035,1.0022686570000001,0.48527542037965754,0.7258443703898719,51,52,56,57,0.04936732276321956,0.7888114917785737,0.009530995718150278,0.1522901897400565
3438,3439,0.32020009675,2.63275981,0.99219943625,0.47549958139435516,0.7953957331595252,56,57,61,62,0.08471850157603197,0.7797412341906157,0.013283172846547368,0.12225709138680493
3439,3440,0.5481844395,2.4697502274999996,0.97758694,0.5433847143572923,0.7391377875369566,52,53,57,58,0.5389113226081718,0.11315965187443683,0.2875498199626591,0.06037920555473237
3440,3441,0.5125094875,2.6668245825,0.9658929704999999,0.5327620600523778,0.8071521838513129,57,58,62,63,0.6081527694171825,0.09171665666443682,0.26079899037330617,0.039331583545074406
3441,3442,0.7428866175,2.5071699025,0.95766788725,0.6013596747526964,0.7520520837953634,52,53,57,58,0.2801993959390656,0.19107143092584747,0.31436190505014894,0.21436726808493797
3442,3443,0.70429284875,2.6991583725,0.942961827,0.5898679069780666,0.818311237029009,57,58,62,63,0.34821856183873484,0.19542411975514004,0.2923098102489989,0.16404750815712624
3443,3444,0.9374297109999999,2.5437173824999997,0.943845466,0.6592872657879743,0.7646653676952954,52,53,57,58,0.10692667471961399,0.18775817754625115,0.255924262128489,0.44939088560564583
3444,3445,0.8959224960000001,2.7294732925,0.92614890675,0.6469279836758424,0.8287735368199585,57,58,62,63,0.16374865065591568,0.23342183386466533,0.24853941464071486,0.35429010083870416
3445,3446,0.593021475,2.280154885,0.9974357329999999,0.5567354913442855,0.673704551618711,47,48,52,53,0.4392023139568961,0.12893396338114885,0.3338557206659621,0.098008001995993
3446,3447,0.791251257,2.3242281675000003,0.9854776725,0.6157608390763462,0.6889151441020892,47,48,52,53,0.19072054700185195,0.16446743556889895,0.34623609669276345,0.29857592073648564
3447,3448,0.647109434,2.0984233925,1.0242281850000001,0.5728408442124656,0.6109852913999247,42,43,47,48,0.316197856662602,0.13000806373845203,0.39243876648753556,0.16135531311141044
3448,3449,0.848963499,2.1504513025,1.02203727,0.6329453666386416,0.6289411887572834,42,43,47,48,0.0912199066818223,0.10360345071621017,0.3769986267636111,0.4281780158383564
3449,3450,0.7088746875,1.9245890675000001,1.056637645,0.5912322056356265,0.5509915054322447,37,38,42,43,0.1817058819248919,0.10441304202368185,0.4533652955326021,0.2605157805188242
3450,3451,0.91353386725,1.9845766125000002,1.066304865,0.6521719853671203,0.5716944358543957,42,43,47,48,0.38985555515088466,0.6064223428875759,0.0014565033806342013,0.0022655985809052356
3451,3452,0.7767887265,1.7576779425,1.0966479800000002,0.6114544433206971,0.4933870575829796,32,33,37,38,0.051306852153438574,0.04127434168484643,0.5028753745637731,0.4045434315979419
3452,3453,0.9839049145000001,1.8247624324999998,1.11625326,0.6731258273796213,0.5165392890816262,37,38,42,43,0.23629581730427524,0.5321541355529583,0.07120087317723939,0.16034917396552711
3453,3454,0.849535167,1.59602502,1.1408172849999998,0.6331155877938426,0.4375973231130182,32,33,37,38,0.4084584116494357,0.46517906476831,0.059079237175194,0.0672832864070603
3454,3455,1.0588941125,1.668520895,1.1642265925,0.6954547803928388,0.46261713440914565,32,33,37,38,0.11418717033909595,0.40917294793286546,0.1039937080895488,0.3726461736384898
3455,3456,0.92541876525,1.437165915,1.187735705,0.6557108594461428,0.3827717922842408,27,28,32,33,0.24183086721909844,0.39936404080153054,0.13532569499633026,0.22347939698304078
3456,3457,1.1359176645000002,1.5133717350000002,1.2105941175,0.71838948724914,0.409071981585586,27,28,32,33,0.034517700984518986,0.23847455681727728,0.09192435001892109,0.6350833921792827
3457,3458,1.00441238425,1.27675405,1.2316139625,0.6792321779031691,0.3274103721764089,22,23,27,28,0.11782977956972918,0.2984250099605461,0.16524150881759425,0.41850370165213047
3458,3459,1.2149943725,1.3554202025,1.2494192425000001,0.7419355464745223,0.3545596726151219,22,23,27,28,0.0011665904080126225,0.03499799298028091,0.03109122369389813,0.9327441929178083
3459,3460,1.08810101575,1.1122512955000001,1.2625507699999998,0.7041514938892394,0.2706371023140453,17,18,22,23,0.03871091477450292,0.17236965282886266,0.14468310966853962,0.6442363227280948
3460,3461,1.297157465,1.1934825775,1.2762084,0.7664006145214314,0.2986716814812394,23,24,28,29,0.7648945193547475,0.053701939907901224,0.16950302255952704,0.01190051817782429
3461,3462,1.1778098049999999,0.9448582672500001,1.270771295,0.7308633856477813,0.21286633978304156,12,13,17,18,0.001521073258825112,0.01835016977859283,0.07502538415004967,0.9051033728125324
3462,3463,1.38349226,1.0287690010000001,1.2843933675,0.7921078581295143,0.24182565262869785,18,19,23,24,0.5109497084121207,0.10349115478610965,0.32061885906982196,0.06494027773194772
3463,3464,1.58932081,1.11114684,1.2888751925,0.8533958321885073,0.27025593209994725,18,19,23,24,0.1269105077724886,0.08950644282824968,0.459506163473482,0.3240768859257797
3464,3465,1.47451684,0.86373919225,1.2736839625000003,0.819211542714431,0.18487048554972949,13,14,18,19,0.2978042941373264,0.11400890816646064,0.4253495350049497,0.16283726269126325
3465,3466,1.6762506675000002,0.9490578482500001,1.2796512225,0.8792802629509646,0.21431570120040222,18,19,23,24,0.48267622749860334,0.5169039556957656,0.0002027206975381995,0.00021709610809287965
3466,3467,1.8792044825,1.03230650875,1.2788064175,0.9397122494217126,0.24304651900714472,18,19,23,24,0.14405124591046956,0.4532974879895043,0.09709975640268,0.3055515096973461
3467,3468,1.7654759274999998,0.7934304625,1.2450259899999998,0.9058481779476298,0.16060550287567502,13,14,18,19,0.28302902389505114,0.4684939358454986,0.09357826431442952,0.15489877594502077
3468,3469,1.96362704,0.88059811275,1.2458486249999998,0.9648501008716394,0.19068884431243724,13,14,18,19,0.0464479455611209,0.2839082340647578,0.09415165095232166,0.5754921694217996
3470,3471,2.04733172,0.741405353,1.18529299,0.9897741954953263,0.14265057202822518,8,9,13,14,0.0001182917631213141,0.0027736998417262296,0.04078492625557347,0.956323082139579
3476,3477,1.8557735650000002,0.6490659865,1.1829962725,0.9327354064914272,0.11078236538841357,8,9,13,14,0.12081982462547233,0.3282270599367376,0.148238549408819,0.40271456602897104
3477,3478,1.9445101900000001,0.522002317,1.0947921274999999,0.959157824426561,0.06693009057300506,3,4,8,9,0.01028875371534057,0.05268997826258857,0.15307994857841564,0.7839413194436552
3478,3479,1.6668987275,0.55461218225,1.17578712,0.8764956081685195,0.07818442297394708,8,9,13,14,0.4472924364866605,0.45812564187808047,0.04672513083926167,0.047856790795997355
